,Unnamed: 0.1,Unnamed: 0,Data,Adj Close,Monthly Return
1,3,3,01-01-2019,85.93650055,0.1443170901039816
2,4,4,01-02-2019,81.99150085,-0.0459059849394811
3,5,5,01-03-2019,89.03749847,0.0859357073227671
4,6,6,01-04-2019,96.3259964,0.0818587455313084
5,7,7,01-05-2019,88.75350189,-0.0786131967797636
6,8,8,01-06-2019,94.6815033,0.0667917466214134
7,9,9,01-07-2019,93.33899689,-0.0141791835069015
8,10,10,01-08-2019,88.8144989,-0.0484738227402649
9,11,11,01-09-2019,86.79550171,-0.0227327431332273
10,12,12,01-10-2019,88.83300018,0.0234747012213567
11,13,13,01-11-2019,90.04000092,0.0135873013131864
12,14,14,01-12-2019,92.39199829,0.0261216942022217
13,15,15,01-01-2020,100.435997,0.0870638026980592
14,16,16,01-02-2020,94.1875,-0.0622137200470066
15,17,17,01-03-2020,97.48600006,0.0350205713072329
16,18,18,01-04-2020,123.6999969,0.268900117184683
17,19,19,01-05-2020,122.1184998,-0.0127849404982484
18,20,20,01-06-2020,137.9409943,0.1295667284311006
19,21,21,01-07-2020,158.2339935,0.1471136213203299
20,22,22,01-08-2020,172.5480042,0.090461034215129
21,23,23,01-09-2020,157.4364929,-0.0875785922303934
22,24,24,01-10-2020,151.8074951,-0.0357540853223615
23,25,25,01-11-2020,158.4019928,0.0434398689976143
24,26,26,01-12-2020,162.8464966,0.0280583831139782
25,27,27,01-01-2021,160.3099976,-0.0155760120908857
26,28,28,01-02-2021,154.6464996,-0.0353284142273607
27,29,29,01-03-2021,154.7039948,0.0003717846840938
28,30,30,01-04-2021,173.3710022,0.1206627367582364
29,31,31,01-05-2021,161.1535034,-0.0704702553769974
30,32,32,01-06-2021,172.0079956,0.0673549874560157
31,33,33,01-07-2021,166.3795013,-0.0327222829402007
32,34,34,01-08-2021,173.539505,0.0430341697387934
33,35,35,01-09-2021,164.2519989,-0.0535181087441732
34,36,36,01-10-2021,168.6215057,0.0266024573780696
35,37,37,01-11-2021,175.3535004,0.0399237017369369
36,38,38,01-12-2021,166.7169952,-0.0492519691953636
37,39,39,01-01-2022,149.5735016,-0.1028299099287031
38,40,40,01-02-2022,153.5630035,0.0266725179080786
39,41,41,01-03-2022,162.9974976,0.0614372855764051
40,42,42,01-04-2022,124.2815018,-0.2375250931459699
41,43,43,01-05-2022,120.2095032,-0.0327643176259075
42,44,44,01-06-2022,106.2099991,-0.1164592126856073
43,45,45,01-07-2022,134.9499969,0.2705959706575309
44,46,46,01-08-2022,126.7699966,-0.0606150462238358
45,47,47,01-09-2022,113.0,-0.1086218897950179
46,48,48,01-10-2022,102.4400024,-0.0934513061946903
47,49,49,01-11-2022,96.54000092,-0.0575947026725177
48,50,50,01-12-2022,84.0,-0.1298943526051087
49,51,51,01-01-2023,103.1299973,0.2277380630952381
50,52,52,01-02-2023,94.23000336,-0.0862987896151142
51,53,53,01-03-2023,103.2900009,0.0961476941201713
52,54,54,01-04-2023,105.4499969,0.0209119564447599
53,55,55,01-05-2023,120.5800018,0.143480373113221
54,56,56,01-06-2023,130.3600006,0.0811079669431553
55,57,57,01-07-2023,133.6799927,0.0254678742307401
56,58,58,01-08-2023,138.0099945,0.0323907991954879
57,59,59,01-09-2023,127.1200027,-0.0789072692847618
58,60,60,01-10-2023,133.0899963,0.0469634477123874
59,61,61,01-11-2023,146.0899963,0.0976782655451917
60,62,62,01-12-2023,151.9400024,0.0400438513803973
